69;66;-884;1727456431256;world
69;66;-883;1727456430454;world
154;73;-866;1727765923862;world
69;66;-886;1727455788843;world
69;66;-885;1727456433301;world
52;66;-935;1727709510269;world
69;66;-887;1727455788543;world
167;67;-908;1727408312931;world
184;67;-860;1727686230066;world
167;67;-909;1727408314771;world
118;69;-986;1727589392650;world
184;67;-859;1727686226166;world
154;72;-859;1727765509002;world
184;67;-858;1727686262516;world
150;65;-885;1727537638145;world
184;67;-864;1727686102368;world
184;67;-863;1727686244216;world
52;66;-950;1727709630366;world
150;65;-891;1727537641549;world
184;67;-862;1727686239366;world
184;67;-861;1727686233966;world
133;63;-898;1727405814767;world
150;65;-915;1727410732336;world
133;63;-886;1727430024513;world
135;67;-885;1727454300637;world
154;72;-869;1727765495011;world
133;63;-892;1727405736466;world
167;66;-909;1727408314345;world
118;68;-986;1727589381589;world
154;71;-859;1727765508552;world
118;68;-987;1727589389168;world
118;68;-988;1727589389557;world
184;66;-859;1727686225667;world
118;68;-989;1727589389991;world
184;66;-858;1727686261116;world
135;67;-912;1727410403266;world
152;68;-885;1727537690846;world
118;68;-983;1727589385359;world
184;66;-864;1727686101919;world
167;66;-907;1727408311584;world
118;68;-984;1727589383502;world
184;66;-863;1727686243716;world
167;66;-908;1727408312731;world
135;66;-876;1727430292053;world
152;68;-891;1727537678395;world
118;68;-985;1727589382855;world
184;71;-904;1727586295609;world
182;67;-903;1727767232903;world
182;67;-902;1727767272503;world
184;71;-899;1727586301560;world
82;63;-943;1727586538982;world
69;68;-881;1727455692994;world
154;75;-866;1727765933702;world
114;63;-988;1727587754243;world
118;71;-986;1727589406899;world
154;74;-859;1727765936252;world
69;67;-881;1727455693592;world
82;63;-952;1727586510070;world
184;69;-862;1727686240767;world
82;63;-951;1727586511020;world
184;69;-861;1727686235966;world
184;69;-860;1727686230966;world
114;63;-986;1727587755238;world
154;74;-866;1727765933154;world
184;68;-859;1727686226567;world
167;68;-909;1727408315845;world
118;70;-986;1727589393861;world
154;73;-859;1727765906762;world
167;68;-910;1727407891786;world
69;66;-882;1727455695794;world
167;68;-914;1727407855981;world
184;68;-863;1727686342064;world
184;68;-862;1727686239866;world
184;68;-861;1727686234416;world
184;68;-860;1727686230516;world
154;77;-861;1727766314903;world
165;68;-914;1727407855281;world
154;77;-862;1727766315753;world
154;77;-863;1727766316127;world
154;77;-864;1727766316361;world
154;77;-865;1727766317098;world
154;77;-866;1727766346811;world
148;65;-891;1727537642197;world
152;72;-859;1727765541300;world
154;76;-859;1727765937148;world
148;65;-885;1727537638946;world
148;65;-886;1727537668196;world
148;65;-887;1727537668995;world
148;65;-888;1727537670046;world
148;65;-889;1727537669751;world
148;65;-890;1727537669548;world
131;63;-894;1727405872607;world
131;63;-895;1727449333393;world
131;63;-896;1727405875211;world
69;69;-881;1727455692444;world
133;67;-885;1727454299083;world
154;76;-866;1727765934049;world
152;72;-869;1727765526149;world
150;68;-891;1727537677801;world
154;75;-859;1727765936701;world
150;68;-885;1727537690397;world
184;70;-861;1727686236416;world
180;67;-903;1727767244704;world
180;67;-902;1727767267353;world
80;63;-943;1727586542029;world
65;66;-950;1727709633828;world
112;63;-986;1727587749441;world
148;67;-891;1727537675797;world
148;67;-885;1727537688847;world
80;63;-952;1727586508969;world
80;63;-951;1727586514669;world
165;68;-906;1727407847287;world
148;66;-891;1727537648995;world
154;77;-859;1727765937924;world
154;77;-860;1727766314397;world
148;66;-885;1727537688395;world
178;64;-872;1727626001889;world
178;65;-902;1727709959230;world
178;65;-901;1727709957681;world
152;77;-859;1727766332549;world
163;68;-914;1727407854287;world
129;65;-916;1727410505419;world
165;72;-914;1727408420842;world
178;64;-876;1727625987689;world
152;77;-866;1727766322847;world
129;63;-876;1727430301256;world
129;63;-877;1727430325855;world
150;72;-859;1727765542001;world
129;63;-881;1727430298857;world
129;64;-898;1727410316489;world
112;65;-978;1727587936915;world
112;65;-982;1727588416732;world
178;63;-872;1727626001390;world
131;67;-885;1727454298036;world
178;63;-876;1727625986589;world
150;72;-869;1727765526897;world
148;68;-888;1727537685746;world
148;68;-889;1727537685497;world
65;66;-935;1727709529978;world
148;68;-890;1727537685246;world
148;68;-891;1727537676254;world
114;68;-986;1727715793549;world
129;63;-898;1727410313136;world
80;64;-944;1727586544981;world
112;64;-978;1727587933939;world
148;68;-885;1727537689245;world
148;68;-886;1727537686999;world
112;64;-982;1727588352734;world
148;68;-887;1727537685950;world
63;66;-950;1727709632776;world
167;77;-877;1727582215246;world
178;66;-876;1727625988740;world
167;77;-878;1727582221894;world
167;77;-879;1727582222193;world
129;67;-916;1727410506387;world
167;77;-880;1727582222440;world
167;77;-881;1727582224095;world
178;66;-872;1727626002890;world
112;67;-982;1727588418133;world
129;65;-876;1727430293907;world
129;65;-877;1727430294259;world
129;66;-898;1727410529436;world
112;67;-978;1727587938038;world
178;65;-872;1727626002389;world
178;65;-876;1727625988239;world
129;66;-916;1727410505885;world
112;66;-982;1727588417383;world
163;68;-906;1727407846537;world
129;64;-876;1727430326310;world
129;64;-877;1727430327800;world
165;72;-906;1727408413981;world
129;64;-880;1727430324556;world
129;65;-898;1727410317483;world
112;66;-978;1727587937499;world
167;79;-881;1727582223442;world
150;77;-866;1727766321900;world
148;73;-859;1727765902260;world
161;68;-910;1727408304232;world
178;68;-876;1727625989718;world
150;77;-859;1727766331497;world
176;64;-876;1727625993889;world
161;68;-914;1727407853381;world
167;79;-877;1727582209794;world
178;68;-872;1727626004640;world
163;72;-914;1727408421288;world
176;64;-872;1727626009738;world
176;65;-903;1727709960901;world
148;73;-866;1727765899297;world
148;72;-859;1727765548599;world
167;78;-881;1727582223692;world
176;63;-872;1727626009237;world
148;72;-869;1727765527497;world
178;67;-876;1727625989238;world
167;78;-877;1727582214944;world
176;63;-876;1727625993389;world
178;67;-872;1727626004190;world
129;67;-885;1727454297036;world
63;66;-935;1727709527867;world
110;64;-979;1727717965678;world
167;81;-878;1727582185296;world
167;81;-879;1727582176594;world
148;75;-866;1727765946899;world
167;81;-880;1727582191994;world
165;77;-882;1727582382853;world
61;66;-950;1727709632414;world
167;81;-881;1727582192347;world
191;63;-863;1727686307915;world
176;66;-876;1727625994838;world
148;75;-859;1727765940148;world
165;77;-876;1727582398247;world
191;63;-859;1727686289465;world
176;66;-872;1727626010738;world
191;63;-858;1727686284916;world
191;63;-857;1727685994569;world
167;81;-877;1727582185546;world
191;63;-864;1727685985269;world
165;76;-881;1727582585941;world
148;74;-866;1727765946446;world
167;80;-881;1727582223142;world
148;74;-859;1727765939648;world
176;65;-876;1727625994396;world
165;76;-877;1727582592941;world
165;76;-878;1727582592592;world
167;80;-877;1727582209243;world
165;76;-879;1727582590641;world
176;65;-872;1727626010239;world
165;76;-880;1727582587150;world
161;68;-906;1727407849231;world
163;72;-906;1727408410539;world
164;77;-882;1727582383192;world
145;71;-869;1727765499450;world
166;81;-882;1727582345446;world
60;66;-950;1727710247549;world
145;71;-859;1727765504149;world
158;66;-910;1727407743032;world
109;68;-987;1727715781738;world
190;63;-858;1727686285516;world
164;77;-876;1727582397693;world
190;63;-857;1727686054119;world
158;66;-914;1727407744681;world
166;81;-876;1727582379291;world
164;76;-866;1727581894046;world
158;65;-906;1727407714280;world
190;63;-864;1727686900608;world
164;76;-880;1727582587752;world
164;76;-881;1727582586241;world
145;70;-869;1727765499051;world
166;80;-882;1727582344345;world
145;70;-859;1727765503711;world
158;65;-910;1727407714830;world
158;65;-914;1727407715631;world
164;76;-877;1727582593194;world
166;80;-876;1727582402191;world
164;76;-878;1727582593343;world
164;76;-879;1727582591042;world
164;75;-866;1727581893602;world
158;64;-906;1727407693338;world
160;68;-906;1727407848832;world
145;69;-859;1727765503303;world
158;68;-914;1727407833181;world
160;72;-914;1727408419682;world
145;73;-866;1727765895751;world
158;68;-906;1727407741982;world
158;68;-907;1727407849736;world
158;68;-908;1727407850237;world
190;65;-858;1727686282516;world
158;68;-909;1727407850785;world
190;65;-857;1727686072068;world
145;73;-859;1727765886249;world
158;68;-910;1727407743836;world
158;68;-911;1727407852235;world
147;77;-859;1727766404955;world
158;68;-912;1727407851786;world
160;72;-910;1727408417187;world
158;68;-913;1727407851440;world
109;69;-978;1727588116595;world
164;78;-867;1727581939600;world
158;67;-906;1727407741581;world
145;72;-865;1727765551497;world
166;82;-877;1727582137095;world
145;72;-866;1727765551947;world
166;82;-878;1727582137649;world
145;72;-867;1727765552698;world
166;82;-879;1727582142696;world
145;72;-868;1727765553100;world
166;82;-880;1727582143250;world
145;72;-869;1727765499899;world
166;82;-881;1727582145301;world
145;72;-859;1727765504550;world
158;67;-910;1727407743487;world
190;64;-858;1727686284116;world
145;72;-860;1727765549997;world
190;64;-857;1727686054519;world
145;72;-861;1727765550247;world
145;72;-862;1727765550547;world
145;72;-863;1727765550799;world
158;67;-914;1727407745032;world
145;72;-864;1727765551219;world
109;68;-978;1727588099794;world
164;77;-867;1727581937144;world
60;66;-935;1727710309687;world
109;68;-982;1727715767286;world
158;66;-906;1727407741147;world
164;81;-876;1727582375893;world
158;70;-914;1727408361881;world
145;75;-866;1727765955055;world
162;77;-882;1727582384147;world
164;81;-882;1727582349947;world
122;65;-984;1727588408483;world
58;66;-950;1727710343733;world
190;67;-858;1727686281915;world
164;81;-868;1727581951192;world
190;67;-857;1727686072969;world
188;63;-858;1727686280316;world
188;63;-857;1727686053719;world
145;75;-859;1727765942648;world
158;70;-910;1727408344981;world
162;77;-876;1727582396596;world
190;67;-864;1727686040269;world
188;63;-864;1727686044769;world
122;65;-990;1727588386532;world
162;76;-878;1727582594841;world
158;69;-914;1727408346831;world
162;76;-879;1727582595192;world
162;76;-880;1727582590042;world
162;76;-881;1727582589641;world
145;74;-866;1727765954598;world
122;64;-984;1727588358484;world
164;80;-868;1727581949998;world
190;66;-858;1727686283116;world
190;66;-857;1727686072568;world
145;74;-859;1727765942099;world
158;69;-910;1727408344131;world
162;76;-877;1727582594644;world
109;70;-978;1727588155283;world
190;66;-864;1727686039719;world
164;79;-867;1727581939949;world
122;64;-990;1727588359732;world
158;72;-910;1727408345833;world
145;77;-860;1727766404249;world
158;72;-911;1727408418631;world
162;79;-876;1727582403695;world
145;77;-861;1727766403723;world
158;72;-912;1727408418383;world
145;77;-862;1727766403350;world
158;72;-913;1727408418135;world
145;77;-863;1727766402948;world
158;72;-914;1727408374581;world
164;83;-877;1727582992743;world
145;77;-864;1727766402656;world
145;77;-865;1727766402348;world
145;77;-866;1727765955898;world
162;79;-882;1727582442440;world
188;65;-858;1727686279916;world
188;65;-857;1727686066769;world
164;83;-870;1727581961949;world
145;77;-859;1727765943497;world
188;66;-896;1727767161055;world
188;65;-864;1727687038006;world
171;65;-909;1727408317090;world
171;65;-908;1727408319241;world
171;65;-907;1727408321137;world
171;65;-906;1727408321983;world
120;63;-986;1727587770893;world
122;67;-984;1727588409831;world
188;66;-904;1727711056721;world
120;63;-988;1727587773842;world
188;66;-899;1727711048436;world
171;65;-914;1727407717830;world
122;67;-990;1727588462182;world
162;78;-876;1727582403444;world
158;71;-914;1727408362332;world
164;82;-877;1727582131542;world
164;82;-878;1727582114294;world
164;82;-879;1727582097997;world
145;76;-866;1727765955504;world
162;78;-882;1727582442044;world
164;82;-881;1727582146492;world
188;64;-858;1727686280116;world
188;64;-857;1727686059819;world
164;82;-869;1727581955399;world
145;76;-859;1727765943050;world
158;71;-910;1727408345431;world
171;64;-914;1727407664581;world
188;65;-896;1727767160504;world
107;68;-978;1727588114140;world
188;64;-864;1727687037557;world
75;66;-886;1727455795245;world
58;66;-935;1727710355731;world
75;66;-887;1727455793594;world
122;66;-984;1727588409181;world
188;65;-904;1727711053537;world
122;66;-990;1727588387581;world
188;65;-899;1727711045286;world
164;85;-873;1727581987053;world
164;85;-874;1727581990446;world
162;81;-876;1727582375193;world
154;65;-885;1727537635649;world
164;85;-875;1727581991056;world
164;85;-877;1727582992142;world
188;69;-904;1727586294460;world
186;63;-858;1727686277716;world
56;66;-935;1727709511482;world
73;66;-887;1727455792444;world
188;67;-864;1727686047319;world
171;67;-909;1727408317936;world
171;67;-908;1727408320132;world
137;63;-886;1727430022361;world
188;67;-858;1727686280915;world
188;67;-857;1727686067768;world
162;81;-882;1727582350542;world
56;66;-950;1727709631523;world
154;65;-891;1727537640497;world
188;68;-899;1727586298314;world
171;67;-914;1727407838530;world
122;69;-987;1727710250475;world
188;68;-896;1727767162504;world
164;84;-872;1727581976445;world
154;65;-915;1727410709546;world
162;80;-876;1727582404394;world
164;84;-877;1727582988745;world
188;68;-904;1727586294058;world
188;66;-857;1727686067368;world
137;63;-894;1727405833559;world
137;63;-895;1727405825559;world
137;63;-896;1727405825211;world
164;84;-871;1727581975436;world
188;67;-896;1727767161455;world
188;66;-864;1727686046519;world
171;66;-909;1727412321582;world
171;66;-908;1727408319631;world
171;66;-907;1727408321684;world
188;66;-858;1727686279515;world
162;80;-882;1727582442842;world
188;67;-904;1727711055488;world
122;68;-985;1727711384337;world
122;68;-986;1727711383734;world
122;68;-987;1727710248777;world
188;67;-899;1727711047036;world
171;66;-914;1727407838033;world
122;68;-988;1727711387450;world
122;68;-989;1727711387987;world
188;71;-904;1727586296610;world
188;71;-903;1727586299813;world
188;71;-902;1727586300009;world
188;71;-901;1727586300159;world
186;65;-864;1727686050269;world
188;70;-899;1727586299159;world
118;63;-986;1727587764856;world
118;63;-988;1727587766635;world
162;82;-877;1727582150948;world
